surface_text,book,chapter,verse,clause_atom,predicate,reference,participant,actor,slots,func,compound,otype
NBLH W-VRPH,Leviticus,17,15,528228,>KL,NBLH W VRJPH,...,...,63356 63357 63358,Obj1,229 230 231,...
NBLH,Leviticus,17,15,528228,>KL,NBLH,...,...,63356,#NAVN?,230,...
VRPH,Leviticus,17,15,528228,>KL,VRJPH,...,...,63358,#NAVN?,231,...
B-->ZRX W-B--GR,Leviticus,17,15,528229,....,B H >ZRX W B H GR,...,...,63359 63360 63361 63362 63363 63364 63365,#NAVN?,232 233 234,...
B-->ZRX,Leviticus,17,15,528229,....,B H >ZRX,...,...,63359 63360 63361,#NAVN?,233,...
B--GR,Leviticus,17,15,528229,....,B H GR,0sm=GR,GR,63363 63364 63365,#NAVN?,234,1317359
KBS,Leviticus,17,15,528230,KBS,KBS,3sf=NPC,NPC,63367,VbPred,235,943379
BGDJW,Leviticus,17,15,528230,KBS,BGD+312,...,...,63368,Obj1,236 237,...
sfx:W,Leviticus,17,15,528230,KBS,sfx,3sf=NPC,NPC,63368,#NAVN?,237,63368
RXY,Leviticus,17,15,528231,RXY,RXY,3sf=NPC,NPC,63370,VbPred,238,943382
B--MJM,Leviticus,17,15,528231,RXY,B H MJM,...,...,63371 63372 63373,Compl1,239,...
VM>,Leviticus,17,15,528232,VM>,VM>,3sf=NPC,NPC,63375,VbPred,240,943385
<D H-<RB,Leviticus,17,15,528232,VM>,<D H <RB,...,...,63376 63377 63378,Time,241,...
VHR,Leviticus,17,15,528233,VHR,VHR,3sf=NPC,NPC,63380,VbPred,242,943388
JKBS,Leviticus,17,16,528234,KBS,KBS,3sf=NPC,NPC,63384,VbPred,243,943392
BFRW,Leviticus,17,16,528235,RXY,BFR+312,...,...,63386,Obj1,244 245,...
sfx:W,Leviticus,17,16,528235,RXY,sfx,3sf=NPC,NPC,63386,#NAVN?,245,63386
JRXY,Leviticus,17,16,528235,RXY,RXY,3sf=NPC,NPC,63388,VbPred,246,943396
NF>,Leviticus,17,16,528236,NF>,NF>,3sf=NPC,NPC,63390,VbPred,247,943398
<WNW,Leviticus,17,16,528236,NF>,<WN+312,...,...,63391,Obj1,248 249,...
sfx:W,Leviticus,17,16,528236,NF>,sfx,3sf=NPC,NPC,63391,#NAVN?,249,63391
JDBR,Leviticus,18,1,528237,DBR,DBR,3sm=JHWH,JHWH,63393,VbPred,250,943401
JHWH,Leviticus,18,1,528237,DBR,JHWH,3sm=JHWH,JHWH,63394,Subj,251,943402
>L MCH,Leviticus,18,1,528237,DBR,>L MCH,0sm=MCH,MCH,63395 63396,Compl1,252,943403
L->MR,Leviticus,18,1,528238,>MR,L >MR,3sm=JHWH,JHWH,63397 63398,VbPred,253,943404
DBR,Leviticus,18,2,528239,DBR,DBR,2sm=,MCH,63399,VbPred,254,943405
>L BNJ JFR>L,Leviticus,18,2,528239,DBR,>L BN JFR>L,3pm=BN JFR>L,BN JFR>L,63400 63401 63402,Compl1,255 256,943406
JFR>L,Leviticus,18,2,528239,DBR,JFR>L,...,...,63402,#NAVN?,256,...
>MRT,Leviticus,18,2,528240,>MR,>MR,2sm=,MCH,63404,VbPred,257,943408
sfx:HM,Leviticus,18,2,528240,>MR,sfx,3pm=BN JFR>L,BN JFR>L,63405,Compl1,258,63405
>NJ,Leviticus,18,2,528241,....,>NJ,1sm=>NJ,JHWH,63406,Subj,259,943410
JHWH,Leviticus,18,2,528241,....,JHWH,0sm=JHWH,JHWH,63407,PrCompl,260,943411
>LHJKM,Leviticus,18,2,528241,....,>LHJM+232,0pm=>LHJM+>TM,JHWH,63408,#NAVN?,261 262,943412
sfx:KM,Leviticus,18,2,528241,....,sfx,2pm=>TM,BN JFR>L,63408,#NAVN?,262,63408
K-M<FH >RY MYRJM,Leviticus,18,3,528242,....,K M<FH >RY MYRJM,...,...,63409 63410 63411 63412,Adjunc,263 264 265,...
>RY MYRJM,Leviticus,18,3,528242,....,>RY MYRJM,3sf=>RY MYRJM,>RY MYRJM,63411 63412,#NAVN?,264 265,1317365
MYRJM,Leviticus,18,3,528242,....,MYRJM,...,...,63412,#NAVN?,265,...
JCBTM,Leviticus,18,3,528243,JCB,JCB,2pm=>TM,BN JFR>L,63414,VbPred,266,943415
sfx:H,Leviticus,18,3,528243,JCB,sfx,3sf=>RY MYRJM,>RY MYRJM,63415,Compl1,267,63415
T<FW,Leviticus,18,3,528244,<FH,<FH,2pm=>TM,BN JFR>L,63417,VbPred,268,943418
K-M<FH >RY KN<N,Leviticus,18,3,528245,....,K M<FH >RY KN<N,...,...,63419 63420 63421 63422,Adjunc,269 270 271,...
>RY KN<N,Leviticus,18,3,528245,....,>RY KN<N,3pm=>RY KN<N,>RY KN<N,63421 63422,#NAVN?,270 271,1317369
KN<N,Leviticus,18,3,528245,....,KN<N,...,...,63422,#NAVN?,271,...
>NJ,Leviticus,18,3,528246,....,>NJ,1sm=>NJ,JHWH,63424,Subj,272,943422
MBJ>,Leviticus,18,3,528246,....,BW>,1sm=>NJ,JHWH,63425,PrCompl,273,943423
sfx:KM,Leviticus,18,3,528246,....,sfx,2pm=>TM,BN JFR>L,63426,Obj1,274,63426
T<FW,Leviticus,18,3,528247,<FH,<FH,2pm=>TM,BN JFR>L,63429,VbPred,275,943427
B-XQTJHM,Leviticus,18,3,528248,HLK,B XQH+332,...,...,63431 63432,Compl1,276 277,...
sfx:HM,Leviticus,18,3,528248,HLK,sfx,3pm=>RY KN<N,>RY KN<N,63432,#NAVN?,277,63432
TLKW,Leviticus,18,3,528248,HLK,HLK,2pm=>TM,BN JFR>L,63434,VbPred,278,943431
>T MCPVJ,Leviticus,18,4,528249,<FH,>T MCPV+110,3pm=MCPV+>NJ,MCPV JHWH,63435 63436,Obj1,279 280,943432
sfx:J,Leviticus,18,4,528249,<FH,sfx,1sm=>NJ,JHWH,63436,#NAVN?,280,63436
T<FW,Leviticus,18,4,528249,<FH,<FH,2pm=>TM,BN JFR>L,63437,VbPred,281,943433
>T XQTJ,Leviticus,18,4,528250,CMR,>T XQH+110,0pf=XQH+>NJ,XQH JHWH,63439 63440,Obj1,282 283,943435
sfx:J,Leviticus,18,4,528250,CMR,sfx,1sm=>NJ,JHWH,63440,#NAVN?,283,63440
TCMRW,Leviticus,18,4,528250,CMR,CMR,2pm=>TM,BN JFR>L,63441,VbPred,284,943436
L-LKT,Leviticus,18,4,528251,HLK,L HLK,2pm=>TM,BN JFR>L,63442 63443,VbPred,285,943437
sfx:HM,Leviticus,18,4,528251,HLK,sfx,3pm=MCPV+>NJ,MCPV JHWH,63444,Compl1,286,63444
>NJ,Leviticus,18,4,528252,....,>NJ,1sm=>NJ,JHWH,63445,Subj,287,943439
JHWH,Leviticus,18,4,528252,....,JHWH,0sm=JHWH,JHWH,63446,PrCompl,288,943440
>LHJKM,Leviticus,18,4,528252,....,>LHJM+232,0pm=>LHJM+>TM,JHWH,63447,#NAVN?,289 290,943441
sfx:KM,Leviticus,18,4,528252,....,sfx,2pm=>TM,BN JFR>L,63447,#NAVN?,290,63447
CMRTM,Leviticus,18,5,528253,CMR,CMR,2pm=>TM,BN JFR>L,63449,VbPred,291,943443
>T XQTJ W->T MCPVJ,Leviticus,18,5,528253,CMR,>T XQH+S W >T MCPV+S,3pm=MCPV+>NJ,XQH JHWH MCPV JHWH ,63450 63451 63452 63453 63454,Obj1,292 293 294 295 296,943444
>T XQTJ,Leviticus,18,5,528253,CMR,>T XQH+110,0pf=XQH+>NJ,XQH JHWH,63450 63451,#NAVN?,293 294,1317370
sfx:J,Leviticus,18,5,528253,CMR,sfx,1sm=>NJ,JHWH,63451,#NAVN?,294,63451
>T MCPVJ,Leviticus,18,5,528253,CMR,>T MCPV+110,3pm=MCPV+>NJ,MCPV JHWH,63453 63454,#NAVN?,295 296,1317371
sfx:J,Leviticus,18,5,528253,CMR,sfx,1sm=>NJ,JHWH,63454,#NAVN?,296,63454
J<FH,Leviticus,18,5,528254,<FH,<FH,3sm=>DM,>DM,63456,VbPred,297,943446
sfx:M,Leviticus,18,5,528254,<FH,sfx,3pm=MCPV+>NJ,XQH JHWH MCPV JHWH ,63457,Obj1,298,63457
H->DM,Leviticus,18,5,528254,<FH,H >DM,3sm=>DM,>DM,63458 63459,Subj,299,943448
XJ,Leviticus,18,5,528255,XJH,XJH,3sm=>DM,>DM,63461,VbPred,300,943450
sfx:HM,Leviticus,18,5,528255,XJH,sfx,3pm=MCPV+>NJ,XQH JHWH MCPV JHWH ,63462,Compl1,301,63462
>NJ,Leviticus,18,5,528256,....,>NJ,1sm=>NJ,JHWH,63463,Subj,302,943452
JHWH,Leviticus,18,5,528256,....,JHWH,0sm=JHWH,JHWH,63464,PrCompl,303,943453
>JC >JC,Leviticus,18,6,528257,....,>JC >JC,3sm=>JC >JC,>JC >JC,63465 63466,572,304 305 306,943454
>JC,Leviticus,18,6,528257,....,>JC,...,...,63465,#NAVN?,305,...
>JC,Leviticus,18,6,528257,....,>JC,...,...,63466,#NAVN?,306,...
C>R BFRW,Leviticus,18,6,528258,QRB,C>R BFR+S,...,...,63469 63470,Compl1,307 308 309,...
BFRW,Leviticus,18,6,528258,QRB,BFR+312,...,...,63470,#NAVN?,308 309,...
sfx:W,Leviticus,18,6,528258,QRB,sfx,3sm=>JC >JC,>JC >JC,63470,#NAVN?,309,63470
TQRBW,Leviticus,18,6,528258,QRB,QRB,2pm=>TM,BN JFR>L,63472,VbPred,310,943457
L-GLWT,Leviticus,18,6,528259,GLH,L GLH,2pm=>TM,BN JFR>L,63473 63474,VbPred,311,943458
<RWH,Leviticus,18,6,528259,GLH,<RWH,...,...,63475,Obj1,312,...
>NJ,Leviticus,18,6,528260,....,>NJ,1sm=>NJ,JHWH,63476,Subj,313,943460
JHWH,Leviticus,18,6,528260,....,JHWH,0sm=JHWH,JHWH,63477,PrCompl,314,943461
<RWT >BJK W-<RWT >MK,Leviticus,18,7,528261,GLH,<RWH >B+S W <RWH >M+S,...,...,63478 63479 63480 63481 63482,Obj1,315 316 317 318 319 320 321,...
<RWT >BJK,Leviticus,18,7,528261,GLH,<RWH >B+S,"3sf=<RWH >B+2sm""YOUSgmas""","<RWH >B 2sm""YOUSgmas""",63478 63479,#NAVN?,316 317 318,1317380
>BJK,Leviticus,18,7,528261,GLH,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63479,#NAVN?,317 318,1317379
sfx:K,Leviticus,18,7,528261,GLH,sfx,2sm=,"2sm""YOUSgmas""",63479,#NAVN?,318,63479
<RWT >MK,Leviticus,18,7,528261,GLH,<RWH >M+S,...,...,63481 63482,#NAVN?,319 320 321,...
>MK,Leviticus,18,7,528261,GLH,>M+212,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63482,#NAVN?,320 321,1317382
sfx:K,Leviticus,18,7,528261,GLH,sfx,2sm=,"2sm""YOUSgmas""",63482,#NAVN?,321,63482
TGLH,Leviticus,18,7,528261,GLH,GLH,2sm=,"2sm""YOUSgmas""",63484,VbPred,322,943464
>MK,Leviticus,18,7,528262,....,>M+212,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63485,PrCompl,323 324,943465
sfx:K,Leviticus,18,7,528262,....,sfx,2sm=,"2sm""YOUSgmas""",63485,#NAVN?,324,63485
HW>,Leviticus,18,7,528262,....,HJ>,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63486,Subj,325,943466
TGLH,Leviticus,18,7,528263,GLH,GLH,2sm=,"2sm""YOUSgmas""",63488,VbPred,326,943468
<RWTH,Leviticus,18,7,528263,GLH,<RWH+311,...,...,63489,Obj1,327 328,...
sfx:H,Leviticus,18,7,528263,GLH,sfx,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63489,#NAVN?,328,63489
<RWT >CT >BJK,Leviticus,18,8,528264,GLH,<RWH >CH >B+S,...,">RWH >CH >B 2sm""YOUSgmas""",63490 63491 63492,Obj1,329 330 331 332,943470
>CT >BJK,Leviticus,18,8,528264,GLH,>CH >B+S,"0sf=>CH >B+2sm""YOUSgmas""",">CH >B 2sm""YOUSgmas""",63491 63492,#NAVN?,330 331 332,1317387
>BJK,Leviticus,18,8,528264,GLH,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63492,#NAVN?,331 332,1317386
sfx:K,Leviticus,18,8,528264,GLH,sfx,2sm=,"2sm""YOUSgmas""",63492,#NAVN?,332,63492
TGLH,Leviticus,18,8,528264,GLH,GLH,2sm=,"2sm""YOUSgmas""",63494,VbPred,333,943472
<RWT >BJK,Leviticus,18,8,528265,....,<RWH >B+S,"3sf=<RWH >B+2sm""YOUSgmas""",">RWH >CH >B 2sm""YOUSgmas""",63495 63496,PrCompl,334 335 336,943473
>BJK,Leviticus,18,8,528265,....,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63496,#NAVN?,335 336,1317389
sfx:K,Leviticus,18,8,528265,....,sfx,2sm=,"2sm""YOUSgmas""",63496,#NAVN?,336,63496
HW>,Leviticus,18,8,528265,....,HJ>,"3sf=<RWH >B+2sm""YOUSgmas""",">RWH >CH >B 2sm""YOUSgmas""",63497,Subj,337,943474
<RWT >XWTK,Leviticus,18,9,528266,....,<RWH >XWT+S,...,...,63498 63499,572,338 339 340,...
>XWTK,Leviticus,18,9,528266,....,>XWT+212,"3sf=>XWT+2sm""YOUSgmas""",">XWT 2sm""YOUSgmas""",63499,#NAVN?,339 340,1317391
sfx:K,Leviticus,18,9,528266,....,sfx,2sm=,"2sm""YOUSgmas""",63499,#NAVN?,340,63499
BT >BJK >W BT >MK,Leviticus,18,9,528266,....,BT >B+S >W BT >M+S,"3pf=BT >B+S BT >M+2sm""YOUSgmas""",">XWT 2sm""YOUSgmas""",63500 63501 63502 63503 63504,#NAVN?,341 342 343 344 345 346 347,943476
BT >BJK,Leviticus,18,9,528266,....,BT >B+S,"0sf=BT >B+2sm""YOUSgmas""","BT >B 2sm""YOUSgmas""",63500 63501,#NAVN?,342 343 344,1317394
>BJK,Leviticus,18,9,528266,....,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63501,#NAVN?,343 344,1317393
sfx:K,Leviticus,18,9,528266,....,sfx,2sm=,"2sm""YOUSgmas""",63501,#NAVN?,344,63501
BT >MK,Leviticus,18,9,528266,....,BT >M+S,"0sf=BT >B+2sm""YOUSgmas""","BT >M 2sm""YOUSgmas""",63503 63504,#NAVN?,345 346 347,1317397
>MK,Leviticus,18,9,528266,....,>M+212,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63504,#NAVN?,346 347,1317396
sfx:K,Leviticus,18,9,528266,....,sfx,2sm=,"2sm""YOUSgmas""",63504,#NAVN?,347,63504
MWLDT BJT >W MWLDT XWY,Leviticus,18,9,528266,....,MWLDT BJT >W MWLDT XWY,...,...,63505 63506 63507 63508 63509,#NAVN?,348 349 350 351 352,...
MWLDT BJT,Leviticus,18,9,528266,....,MWLDT BJT,...,...,63505 63506,#NAVN?,349 350,...
BJT,Leviticus,18,9,528266,....,BJT,...,...,63506,#NAVN?,350,...
MWLDT XWY,Leviticus,18,9,528266,....,MWLDT XWY,...,...,63508 63509,#NAVN?,351 352,...
XWY,Leviticus,18,9,528266,....,XWY,...,...,63509,#NAVN?,352,...
TGLH,Leviticus,18,9,528267,GLH,GLH,2sm=,"2sm""YOUSgmas""",63511,VbPred,353,943479
<RWTN,Leviticus,18,9,528267,GLH,<RWH+331,...,...,63512,Obj1,354 355,...
sfx:N,Leviticus,18,9,528267,GLH,sfx,"3pf=BT >B+S BT >M+2sm""YOUSgmas""","BT >B 2sm""YOUSgmas"" BT >M 2sm""YOUSgmas""",63512,#NAVN?,355,63512
<RWT BT BNK >W BT BTK,Leviticus,18,10,528268,....,<RWH BT BN+S >W BT BT+S,...,...,63513 63514 63515 63516 63517 63518,572,356 357 358 359 360 361 362 363,...
<RWT BT BNK,Leviticus,18,10,528268,....,<RWH BT BN+S,...,...,63513 63514 63515,#NAVN?,357 358 359 360,...
BT BNK,Leviticus,18,10,528268,....,BT BN+S,"3pf=BT BN+2sm""YOUSgmas""","BT BN 2sm""YOUSgmas""",63514 63515,#NAVN?,358 359 360,1317407
BNK,Leviticus,18,10,528268,....,BN+212,"0sm=BN+2sm""YOUSgmas""","BN 2sm""YOUSgmas""",63515,#NAVN?,359 360,1317406
sfx:K,Leviticus,18,10,528268,....,sfx,2sm=,"2sm""YOUSgmas""",63515,#NAVN?,360,63515
BT BTK,Leviticus,18,10,528268,....,BT BT+S,"3pf=BT BN+2sm""YOUSgmas""","BT BT 2sm""YOUSgmas""",63517 63518,#NAVN?,361 362 363,1317411
BTK,Leviticus,18,10,528268,....,BT+212,...,...,63518,#NAVN?,362 363,...
sfx:K,Leviticus,18,10,528268,....,sfx,2sm=,"2sm""YOUSgmas""",63518,#NAVN?,363,63518
TGLH,Leviticus,18,10,528269,GLH,GLH,2sm=,"2sm""YOUSgmas""",63520,VbPred,364,943483
<RWTN,Leviticus,18,10,528269,GLH,<RWH+331,...,...,63521,Obj1,365 366,...
sfx:N,Leviticus,18,10,528269,GLH,sfx,"3pf=BT BN+2sm""YOUSgmas""","BT BN 2sm""YOUSgmas"" BT BT 2sm""YOUSgmas""",63521,#NAVN?,366,63521
<RWTK,Leviticus,18,10,528270,....,<RWH+212,...,"BT BN 2sm""YOUSgmas"" BT BT 2sm""YOUSgmas""",63523,PrCompl,367 368,943486
sfx:K,Leviticus,18,10,528270,....,sfx,2sm=,"2sm""YOUSgmas""",63523,#NAVN?,368,63523
HNH,Leviticus,18,10,528270,....,HNH,"3pf=BT BN+2sm""YOUSgmas""","BT BN 2sm""YOUSgmas"" BT BT 2sm""YOUSgmas""",63524,Subj,369,943487
<RWT BT >CT >BJK,Leviticus,18,11,528271,....,<RWH BT >CH >B+S,...,...,63525 63526 63527 63528,572,370 371 372 373 374,...
BT >CT >BJK,Leviticus,18,11,528271,....,BT >CH >B+S,"3sf=>XWT+2sm""YOUSgmas""",">XWT 2sm""YOUSgmas""",63526 63527 63528,#NAVN?,371 372 373 374,1317417
>CT >BJK,Leviticus,18,11,528271,....,>CH >B+S,"0sf=>CH >B+2sm""YOUSgmas""",">CH >B 2sm""YOUSgmas""",63527 63528,#NAVN?,372 373 374,1317416
>BJK,Leviticus,18,11,528271,....,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63528,#NAVN?,373 374,1317415
sfx:K,Leviticus,18,11,528271,....,sfx,2sm=,"2sm""YOUSgmas""",63528,#NAVN?,374,63528
MWLDT >BJK,Leviticus,18,11,528271,....,MWLDT >B+S,...,">XWT 2sm""YOUSgmas""",63529 63530,#NAVN?,375 376 377,943489
>BJK,Leviticus,18,11,528271,....,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63530,#NAVN?,376 377,1317419
sfx:K,Leviticus,18,11,528271,....,sfx,2sm=,"2sm""YOUSgmas""",63530,#NAVN?,377,63530
>XWTK,Leviticus,18,11,528272,....,>XWT+212,"3sf=>XWT+2sm""YOUSgmas""",">XWT 2sm""YOUSgmas""",63531,PrCompl,378 379,943490
sfx:K,Leviticus,18,11,528272,....,sfx,2sm=,"2sm""YOUSgmas""",63531,#NAVN?,379,63531
HW>,Leviticus,18,11,528272,....,HJ>,"3sf=>XWT+2sm""YOUSgmas""",">XWT 2sm""YOUSgmas""",63532,Subj,380,943491
TGLH,Leviticus,18,11,528273,GLH,GLH,2sm=,"2sm""YOUSgmas""",63534,VbPred,381,943493
<RWTH,Leviticus,18,11,528273,GLH,<RWH+311,...,...,63535,Obj1,382 383,...
sfx:H,Leviticus,18,11,528273,GLH,sfx,"3sf=>XWT+2sm""YOUSgmas""","BT >CH >B 2sm""YOUSgmas""",63535,#NAVN?,383,63535
<RWT >XWT >BJK,Leviticus,18,12,528274,GLH,<RWH >XWT >B+S,...,...,63536 63537 63538,Obj1,384 385 386 387,...
>XWT >BJK,Leviticus,18,12,528274,GLH,>XWT >B+S,"3sf=>XWT >B+2sm""YOUSgmas""",">XWT >B 2sm""YOUSgmas""",63537 63538,#NAVN?,385 386 387,1317423
>BJK,Leviticus,18,12,528274,GLH,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63538,#NAVN?,386 387,1317422
sfx:K,Leviticus,18,12,528274,GLH,sfx,2sm=,"2sm""YOUSgmas""",63538,#NAVN?,387,63538
TGLH,Leviticus,18,12,528274,GLH,GLH,2sm=,"2sm""YOUSgmas""",63540,VbPred,388,943497
C>R >BJK,Leviticus,18,12,528275,....,C>R >B+S,"3sf=>XWT >B+2sm""YOUSgmas""",">XWT >B 2sm""YOUSgmas""",63541 63542,PrCompl,389 390 391,943498
>BJK,Leviticus,18,12,528275,....,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63542,#NAVN?,390 391,1317425
sfx:K,Leviticus,18,12,528275,....,sfx,2sm=,"2sm""YOUSgmas""",63542,#NAVN?,391,63542
HW>,Leviticus,18,12,528275,....,HJ>,"3sf=>XWT >B+2sm""YOUSgmas""",">XWT >B 2sm""YOUSgmas""",63543,Subj,392,943499
<RWT >XWT >MK,Leviticus,18,13,528276,GLH,<RWH >XWT >M+S,...,...,63544 63545 63546,Obj1,393 394 395 396,...
>XWT >MK,Leviticus,18,13,528276,GLH,>XWT >M+S,"3sf=>XWT >M+2sm""YOUSgmas""",">XWT >M 2sm""YOUSgmas""",63545 63546,#NAVN?,394 395 396,1317429
>MK,Leviticus,18,13,528276,GLH,>M+212,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63546,#NAVN?,395 396,1317428
sfx:K,Leviticus,18,13,528276,GLH,sfx,2sm=,"2sm""YOUSgmas""",63546,#NAVN?,396,63546
TGLH,Leviticus,18,13,528276,GLH,GLH,2sm=,"2sm""YOUSgmas""",63548,VbPred,397,943502
C>R >MK,Leviticus,18,13,528277,....,C>R >M+S,"3sf=>XWT >M+2sm""YOUSgmas""",">XWT >M 2sm""YOUSgmas""",63550 63551,PrCompl,398 399 400,943504
>MK,Leviticus,18,13,528277,....,>M+212,"3sf=>M+2sm""YOUSgmas""",">M 2sm""YOUSgmas""",63551,#NAVN?,399 400,1317431
sfx:K,Leviticus,18,13,528277,....,sfx,2sm=,"2sm""YOUSgmas""",63551,#NAVN?,400,63551
HW>,Leviticus,18,13,528277,....,HJ>,"3sf=>XWT >M+2sm""YOUSgmas""",">XWT >M 2sm""YOUSgmas""",63552,Subj,401,943505
<RWT >XJ >BJK,Leviticus,18,14,528278,GLH,<RWH >X >B+S,"3sf=<RWH >X >B+2sm""YOUSgmas""",...,63553 63554 63555,Obj1,402 403 404 405,...
>XJ >BJK,Leviticus,18,14,528278,GLH,>X >B+S,"3sm=>X >B+2sm""YOUSgmas""",">X >B 2sm""YOUSgmas""",63554 63555,#NAVN?,403 404 405,1317435
>BJK,Leviticus,18,14,528278,GLH,>B+212,"0sm=>B+2sm""YOUSgmas""",">B 2sm""YOUSgmas""",63555,#NAVN?,404 405,1317434
sfx:K,Leviticus,18,14,528278,GLH,sfx,2sm=,"2sm""YOUSgmas""",63555,#NAVN?,405,63555
TGLH,Leviticus,18,14,528278,GLH,GLH,2sm=,"2sm""YOUSgmas""",63557,VbPred,406,943508
>L >CTW,Leviticus,18,14,528279,QRB,>L >CH+312,"3sf=<RWH >X >B+2sm""YOUSgmas""",">CH >X >B 2sm""YOUSgmas""",63558 63559,Compl1,407 408,943509
sfx:W,Leviticus,18,14,528279,QRB,sfx,"3sm=>X >B+2sm""YOUSgmas""",">X >B 2sm""YOUSgmas""",63559,#NAVN?,408,63559
TQRB,Leviticus,18,14,528279,QRB,QRB,2sm=,"2sm""YOUSgmas""",63561,VbPred,409,943511
DDTK,Leviticus,18,14,528280,....,DWDH+212,"3sf=<RWH >X >B+2sm""YOUSgmas""",">CH >X >B 2sm""YOUSgmas""",63562,PrCompl,410 411,943512
sfx:K,Leviticus,18,14,528280,....,sfx,2sm=,"2sm""YOUSgmas""",63562,#NAVN?,411,63562
HW>,Leviticus,18,14,528280,....,HJ>,"3sf=<RWH >X >B+2sm""YOUSgmas""",">CH >X >B 2sm""YOUSgmas""",63563,Subj,412,943513
<RWT KLTK,Leviticus,18,15,528281,GLH,<RWH KLH+S,...,...,63564 63565,Obj1,413 414 415,...
KLTK,Leviticus,18,15,528281,GLH,KLH+212,3sf=,"KLH 2sm""YOUSgmas""",63565,#NAVN?,414 415,1317437
sfx:K,Leviticus,18,15,528281,GLH,sfx,2sm=,"2sm""YOUSgmas""",63565,#NAVN?,415,63565
TGLH,Leviticus,18,15,528281,GLH,GLH,2sm=,"2sm""YOUSgmas""",63567,VbPred,416,943516
>CT BNK,Leviticus,18,15,528282,....,>CH BN+S,3sf=,"KLH 2sm""YOUSgmas""",63568 63569,PrCompl,417 418 419,943517
BNK,Leviticus,18,15,528282,....,BN+212,"0sm=BN+2sm""YOUSgmas""","BN 2sm""YOUSgmas""",63569,#NAVN?,418 419,1317439
sfx:K,Leviticus,18,15,528282,....,sfx,2sm=,"2sm""YOUSgmas""",63569,#NAVN?,419,63569
HW>,Leviticus,18,15,528282,....,HJ>,3sf=,"KLH 2sm""YOUSgmas""",63570,Subj,420,943518
TGLH,Leviticus,18,15,528283,GLH,GLH,2sm=,"2sm""YOUSgmas""",63572,VbPred,421,943520
<RWTH,Leviticus,18,15,528283,GLH,<RWH+311,...,...,63573,Obj1,422 423,...
sfx:H,Leviticus,18,15,528283,GLH,sfx,3sf=,"KLH 2sm""YOUSgmas""",63573,#NAVN?,423,63573
<RWT >CT >XJK,Leviticus,18,16,528284,GLH,<RWH >CH >X+S,"3sf=<RWH >CH >X+2sm""YOUSgmas""","<RWH >CH >X 2sm""YOUSgmas""",63574 63575 63576,Obj1,424 425 426 427,943522
>CT >XJK,Leviticus,18,16,528284,GLH,>CH >X+S,...,...,63575 63576,#NAVN?,425 426 427,...
>XJK,Leviticus,18,16,528284,GLH,>X+212,"0sm=>X+2sm""YOUSgmas""",">X 2sm""YOUSgmas""",63576,#NAVN?,426 427,1317442
sfx:K,Leviticus,18,16,528284,GLH,sfx,2sm=,"2sm""YOUSgmas""",63576,#NAVN?,427,63576
TGLH,Leviticus,18,16,528284,GLH,GLH,2sm=,"2sm""YOUSgmas""",63578,VbPred,428,943524
<RWT >XJK,Leviticus,18,16,528285,....,<RWH >X+S,"3sf=<RWH >CH >X+2sm""YOUSgmas""","<RWH >CH >X 2sm""YOUSgmas""",63579 63580,PrCompl,429 430 431,943525
>XJK,Leviticus,18,16,528285,....,>X+212,"0sm=>X+2sm""YOUSgmas""",">X 2sm""YOUSgmas""",63580,#NAVN?,430 431,1317445
sfx:K,Leviticus,18,16,528285,....,sfx,2sm=,"2sm""YOUSgmas""",63580,#NAVN?,431,63580
HW>,Leviticus,18,16,528285,....,HJ>,"3sf=<RWH >CH >X+2sm""YOUSgmas""","<RWH >CH >X 2sm""YOUSgmas""",63581,Subj,432,943526
<RWT >CH W-BTH,Leviticus,18,17,528286,GLH,<RWH >CH W BT+S,...,...,63582 63583 63584 63585,Obj1,433 434 435 436 437,...
>CH W-BTH,Leviticus,18,17,528286,GLH,>CH W BT+S,...,...,63583 63584 63585,#NAVN?,434 435 436 437,...
>CH,Leviticus,18,17,528286,GLH,>CH,3sf=>CH,>CH,63583,#NAVN?,435,1317447
BTH,Leviticus,18,17,528286,GLH,BT+311,...,...,63585,#NAVN?,436 437,...
sfx:H,Leviticus,18,17,528286,GLH,sfx,3sf=>CH,>CH,63585,#NAVN?,437,63585
